Individu;Edat;Sexe
100472;7;Dona
100473;7;Home
100474;7;Home
100475;28;Home
100476;30;Home
100477;34;Home
100478;7;Dona
100479;7;Home
100480;7;Home
100481;7;Dona
100482;53;Dona
100483;27;Dona
100484;33;Home
100485;7;Dona
100486;7;Home
100487;7;Dona
100488;36;Home
100489;35;Dona
100490;7;Dona
100491;23;Dona
100492;36;Home
100493;7;Home
100494;7;Dona
100495;7;Home
100496;7;Home
100497;42;Home
100498;30;Dona
100499;7;Home
100500;36;Home
100501;7;Home
100502;36;Dona
100503;13;Dona
100504;9;Dona
100505;20;Dona
100506;7;Dona
100507;56;Home
100508;17;Home
100509;53;Dona
100510;7;Dona
100511;36;Home
100512;49;Dona
100513;49;Home
100514;29;Home
100515;47;Home
100516;47;Home
100517;39;Home
100518;32;Home
100519;41;Home
100520;51;Dona
100521;7;Home
100522;47;Dona
100523;21;Dona
100524;17;Home
100525;24;Dona
100526;7;Dona
100527;65;Dona
100528;7;Home
100529;33;Home
100530;7;Home
100531;7;Dona
100532;30;Home
100533;7;Home
100534;7;Dona
100535;32;Home
100536;38;Home
100537;43;Home
100538;34;Dona
100539;71;Home
100540;64;Dona
100541;29;Dona
100542;7;Home
100543;35;Home
100544;39;Home
100545;7;Dona
100546;28;Dona
100547;23;Dona
100548;52;Home
100549;27;Home
100550;37;Home
100551;51;Home
100552;49;Home
100553;32;Dona
100554;84;Dona
100555;7;Home
100556;7;Home
100557;36;Home
100558;36;Dona
100559;39;Dona
100560;35;Dona
100561;88;Home
100562;7;Dona
100563;37;Home
100564;37;Home
100565;47;Dona
100566;7;Dona
100567;7;Home
100568;7;Home
100569;34;Home
100570;7;Home
100571;7;Home
100572;24;Dona
100573;21;Dona
100574;17;Home
100575;7;Home
100576;7;Dona
100577;7;Home
100578;7;Home
100579;33;Home
100580;45;Dona
100581;7;Dona
100582;7;Home
100583;33;Dona
100584;34;Home
100585;9;Dona
100586;33;Home
100587;40;Home
100588;28;Home
100589;7;Home
100590;31;Dona
100591;36;Home
100592;48;Home
100593;7;Home
100594;7;Dona
100595;36;Home
100596;7;Home
100597;28;Dona
100598;36;Home
100599;9;Dona
100600;30;Dona
100601;31;Home
100602;36;Home
100603;29;Dona
100604;7;Dona
100605;7;Home
100606;75;Dona
100607;38;Home
100608;7;Dona
100609;40;Home
100610;32;Dona
100611;7;Dona
100612;47;Dona
100613;18;Dona
100614;36;Home
100615;42;Home
100616;7;Dona
100617;7;Dona
100618;11;Dona
100619;33;Home
100620;10;Home
100621;7;Dona
100622;38;Dona
100623;11;Dona
100624;16;Dona
100625;28;Dona
100626;38;Dona
100627;14;Dona
100628;12;Dona
100629;43;Home
100630;49;Home
100631;13;Dona
100632;33;Home
100633;7;Dona
100634;7;Home
100635;7;Home
100636;7;Home
100637;7;Dona
100638;7;Home
100639;71;Home
100640;46;Home
100641;30;Dona
100642;47;Dona
100643;7;Home
100644;7;Home
100645;43;Home
100646;7;Dona
100647;7;Home
100648;36;Home
100649;26;Home
100650;54;Dona
100651;17;Dona
100652;21;Dona
100653;19;Dona
100654;33;Dona
100655;15;Dona
100656;33;Home
100657;7;Dona
100658;7;Dona
100659;34;Dona
100660;7;Dona
100661;33;Home
100662;31;Dona
100663;29;Home
100664;7;Dona
100665;40;Home
100666;29;Home
100667;33;Home
100668;7;Dona
100669;7;Home
100670;7;Dona
100671;31;Home
100672;38;Dona
100673;7;Home
100674;49;Dona
100675;29;Home
100676;45;Home
100677;7;Dona
100678;7;Dona
100679;7;Home
100680;7;Home
100681;39;Home
100682;36;Home
100683;17;Home
100684;7;Home
100685;7;Home
100686;7;Dona
100687;30;Home
100688;7;Dona
100689;37;Home
100690;31;Home
100691;36;Home
100692;29;Home
100693;32;Home
100694;29;Home
100695;38;Home
100696;24;Dona
100697;32;Home
100698;48;Dona
100699;74;Dona
100700;31;Home
100701;7;Dona
100702;51;Home
100703;38;Dona
100704;35;Dona
100705;38;Dona
100706;16;Home
100707;7;Home
100708;7;Dona
100709;67;Dona
100710;34;Home
100711;61;Dona
100712;11;Dona
100713;31;Home
100714;41;Home
100715;28;Home
100716;9;Home
100717;7;Dona
100718;7;Home
100719;34;Dona
100720;32;Dona
100721;7;Dona
100722;37;Dona
100723;41;Home
100724;7;Home
100725;40;Dona
100726;7;Home
100727;7;Dona
100728;7;Home
100729;7;Dona
100730;7;Home
100731;56;Dona
100732;52;Home
100733;48;Dona
100734;24;Dona
100735;18;Home
100736;7;Dona
100737;32;Home
100738;7;Home
100739;7;Dona
100740;34;Dona
100741;21;Dona
100742;7;Dona
100743;7;Home
100744;27;Dona
100745;7;Dona
100746;7;Home
100747;30;Dona
100748;29;Home
100749;28;Dona
100750;55;Home
100751;17;Home
100752;84;Dona
100753;37;Dona
100754;7;Home
100755;35;Dona
100756;7;Dona
100757;31;Dona
100758;34;Home
100759;39;Home
100760;7;Home
100761;45;Dona
100762;10;Home
100763;46;Home
100764;16;Home
100765;20;Home
100766;7;Home
100767;40;Dona
100768;7;Dona
100769;7;Dona
100770;7;Home
100771;7;Dona
100772;32;Home
100773;7;Home
100774;7;Home
100775;38;Home
100776;39;Home
100777;7;Home
100778;42;Dona
100779;18;Home
100780;7;Dona
100781;7;Dona
100782;39;Home
100783;7;Home
100784;31;Dona
100785;7;Home
100786;28;Home
100787;47;Home
100788;7;Home
100789;7;Home
100790;7;Home
100791;18;Dona
100792;7;Home
100793;81;Home
100794;7;Home
100795;40;Home
100796;35;Home
100797;31;Home
100798;7;Home
100799;18;Home
100800;31;Home
100801;28;Dona
100802;7;Dona
100803;35;Dona
100804;7;Dona
100805;44;Home
100806;7;Home
100807;7;Home
100808;7;Dona
100809;7;Home
100810;6;Home
100811;32;Home
100812;6;Dona
100813;60;Home
100814;16;Home
100815;28;Home
100816;27;Home
100817;34;Dona
100818;7;Home
100819;7;Home
100820;53;Home
100821;7;Home
100822;45;Dona
100823;22;Dona
100824;19;Home
100825;16;Home
100826;7;Dona
100827;33;Dona
100828;7;Home
100829;43;Dona
100830;53;Home
100831;44;Dona
100832;41;Dona
100833;17;Dona
100834;16;Dona
100835;12;Home
100836;26;Home
100837;35;Home
100838;6;Dona
100839;25;Dona
100840;6;Dona
100841;32;Dona
100842;30;Dona
100843;67;Home
100844;58;Dona
100845;28;Home
100846;31;Dona
100847;60;Home
100848;32;Dona
100849;8;Home
100850;36;Dona
100851;28;Home
100852;33;Home
100853;46;Home
100854;32;Home
100855;68;Dona
100856;32;Home
100857;42;Home
100858;27;Home
100859;41;Home
100860;28;Dona
100861;50;Dona
100862;19;Dona
100863;10;Dona
100864;6;Dona
100865;6;Home
100866;34;Home
100867;35;Dona
100868;8;Dona
100869;40;Home
100870;58;Home
100871;6;Dona
100872;7;Home
100873;41;Home
100874;7;Home
100875;40;Home
100876;7;Home
100877;40;Home
100878;6;Dona
100879;6;Dona
100880;42;Home
100881;35;Dona
100882;6;Home
100883;27;Home
100884;37;Home
100885;34;Dona
100886;6;Dona
100887;6;Home
100888;6;Home
100889;41;Dona
100890;6;Home
100891;6;Home
100892;6;Home
100893;6;Dona
100894;6;Dona
100895;39;Home
100896;7;Dona
100897;6;Dona
100898;43;Home
100899;39;Home
100900;6;Home
100901;7;Dona
100902;7;Dona
100903;48;Home
100904;6;Dona
100905;26;Home
100906;6;Home
100907;6;Dona
100908;43;Dona
100909;6;Dona
100910;6;Home
100911;6;Home
100912;41;Home
100913;6;Dona
100914;6;Dona
100915;6;Home
100916;6;Home
100917;6;Dona
100918;6;Home
100919;6;Dona
100920;44;Dona
100921;36;Dona
100922;15;Dona
100923;7;Dona
100924;44;Home
100925;6;Dona
100926;7;Dona
100927;7;Dona
100928;38;Home
100929;6;Home
100930;6;Home
100931;38;Home
100932;35;Dona
100933;40;Dona
100934;6;Home
100935;46;Dona
100936;58;Dona
100937;24;Home
100938;21;Home
100939;19;Home
100940;9;Home
100941;6;Dona
100942;9;Home
100943;29;Dona
100944;6;Home
100945;6;Dona
100946;43;Home
100947;63;Dona
100948;52;Dona
100949;25;Dona
100950;27;Home
100951;39;Home
100952;34;Dona
100953;44;Dona
100954;6;Dona
100955;35;Dona
100956;35;Dona
100957;36;Dona
100958;53;Home
100959;6;Home
100960;29;Dona
100961;6;Dona
100962;28;Dona
100963;32;Home
100964;31;Dona
100965;37;Dona
100966;14;Home
100967;46;Dona
100968;46;Home
100969;9;Home
100970;35;Dona
100971;16;Home
100972;10;Dona
100973;33;Dona
100974;14;Home
100975;36;Dona
100976;6;Home
100977;73;Home
100978;6;Home
100979;38;Home
100980;6;Home
100981;6;Home
100982;33;Home
100983;6;Home
100984;61;Dona
100985;30;Home
100986;19;Home
100987;51;Dona
100988;36;Home
100989;45;Dona
100990;62;Dona
100991;6;Home
100992;6;Dona
100993;6;Home
100994;28;Home
100995;6;Home
100996;41;Home
100997;7;Dona
100998;7;Dona
100999;7;Home
101000;6;Dona
101001;6;Home
101002;6;Dona
101003;36;Dona
101004;6;Home
101005;25;Home
101006;40;Home
101007;31;Dona
101008;62;Home
101009;60;Dona
101010;35;Dona
101011;48;Dona
101012;37;Home
101013;31;Home
101014;6;Dona
101015;6;Dona
101016;39;Home
101017;53;Home
101018;20;Dona
101019;6;Home
101020;6;Home
101021;6;Dona
101022;29;Dona
101023;28;Home
101024;6;Dona
101025;6;Home
101026;49;Dona
101027;32;Dona
101028;25;Home
101029;39;Home
101030;6;Dona
101031;6;Dona
101032;6;Dona
101033;6;Home
101034;34;Home
101035;7;Home
101036;44;Home
101037;31;Dona
101038;42;Dona
101039;8;Dona
101040;26;Home
101041;24;Dona
101042;12;Dona
101043;6;Home
101044;42;Dona
101045;21;Home
101046;18;Dona
101047;15;Home
101048;38;Dona
101049;9;Home
101050;8;Dona
101051;6;Home
101052;29;Dona
101053;6;Dona
101054;34;Dona
101055;6;Home
101056;35;Dona
101057;41;Home
101058;11;Dona
101059;9;Dona
101060;6;Dona
101061;43;Dona
101062;6;Dona
101063;6;Home
101064;39;Dona
101065;33;Home
101066;47;Home
101067;48;Home
101068;38;Home
101069;25;Dona
101070;7;Dona
101071;34;Home
101072;37;Dona
101073;16;Dona
101074;14;Home
101075;21;Home
101076;20;Home
101077;17;Dona
101078;16;Home
101079;13;Dona
101080;11;Dona
101081;41;Dona
101082;31;Dona
101083;32;Home
101084;44;Dona
101085;22;Home
101086;16;Dona
101087;6;Home
101088;28;Dona
101089;45;Home
101090;6;Dona
101091;6;Dona
101092;6;Dona
101093;6;Dona
101094;66;Dona
101095;6;Home
101096;6;Home
101097;6;Dona
101098;35;Home
101099;34;Home
101100;49;Dona
101101;39;Dona
101102;6;Dona
101103;6;Home
101104;6;Home
101105;30;Home
101106;6;Dona
101107;6;Dona
101108;6;Home
101109;6;Dona
101110;6;Dona
101111;44;Home
101112;6;Home
101113;6;Home
101114;6;Home
101115;27;Home
101116;6;Dona
101117;32;Home
101118;43;Home
101119;30;Dona
101120;11;Dona
101121;44;Home
101122;21;Home
101123;6;Dona
101124;24;Dona
101125;30;Dona
101126;39;Home
101127;48;Home
101128;39;Dona
101129;29;Home
101130;60;Home
101131;52;Dona
101132;25;Home
101133;26;Dona
101134;31;Home
101135;6;Dona
101136;69;Home
101137;6;Home
101138;29;Home
101139;34;Home
101140;30;Home
101141;6;Dona
101142;43;Home
101143;26;Home
101144;6;Home
101145;65;Dona
101146;6;Dona
101147;41;Home
101148;33;Home
101149;19;Dona
101150;18;Home
101151;35;Dona
101152;32;Dona
101153;27;Dona
101154;27;Home
101155;6;Home
101156;61;Dona
101157;6;Dona
101158;6;Home
101159;22;Home
101160;33;Home
101161;6;Home
101162;34;Home
101163;18;Home
101164;49;Home
101165;38;Dona
101166;43;Home
101167;47;Home
101168;56;Dona
101169;8;Dona
101170;6;Home
101171;6;Dona
101172;39;Dona
101173;17;Home
101174;15;Home
101175;39;Home
101176;6;Home
101177;6;Dona
101178;6;Dona
101179;30;Dona
101180;32;Home
101181;27;Home
101182;40;Home
101183;49;Dona
101184;6;Home
101185;41;Home
101186;36;Dona
101187;6;Home
101188;6;Dona
101189;6;Home
101190;28;Dona
101191;18;Home
101192;36;Dona
101193;38;Dona
101194;52;Home
101195;50;Home
101196;6;Home
101197;32;Home
101198;66;Dona
101199;9;Home
101200;92;Dona
101201;40;Home
101202;34;Dona
101203;86;Dona
101204;35;Home
101205;45;Home
101206;34;Home
101207;9;Dona
101208;6;Dona
101209;29;Home
101210;36;Home
101211;33;Home
101212;34;Dona
101213;21;Dona
101214;6;Home
101215;6;Dona
101216;7;Dona
101217;6;Dona
101218;6;Home
101219;45;Home
101220;35;Home
101221;14;Home
101222;20;Dona
101223;38;Home
101224;37;Dona
101225;9;Dona
101226;6;Home
101227;6;Home
101228;77;Dona
101229;6;Home
101230;29;Home
101231;6;Dona
101232;25;Dona
101233;6;Dona
101234;6;Home
101235;32;Home
101236;44;Home
101237;53;Home
101238;6;Home
101239;6;Home
101240;6;Home
101241;84;Dona
101242;47;Home
101243;6;Dona
101244;6;Home
101245;33;Home
101246;6;Home
101247;36;Home
101248;39;Home
101249;34;Dona
101250;6;Home
101251;16;Dona
101252;63;Dona
101253;6;Home
101254;38;Home
101255;16;Home
101256;40;Dona
101257;41;Home
101258;35;Dona
101259;10;Home
101260;46;Dona
101261;18;Home
101262;20;Home
101263;6;Dona
101264;36;Dona
101265;36;Home
101266;6;Dona
101267;49;Dona
101268;26;Dona
101269;28;Home
101270;49;Home
101271;44;Home
101272;36;Home
101273;6;Dona
101274;36;Home
101275;80;Dona
101276;33;Home
101277;53;Home
101278;13;Home
101279;18;Home
101280;6;Dona
101281;6;Dona
101282;6;Home
101283;37;Dona
101284;45;Dona
101285;12;Home
101286;39;Dona
101287;44;Dona
101288;19;Dona
101289;17;Home
101290;13;Home
101291;37;Home
101292;28;Home
101293;38;Home
101294;6;Dona
101295;32;Dona
101296;24;Dona
101297;6;Dona
101298;6;Home
101299;45;Home
101300;8;Home
101301;41;Home
101302;43;Home
101303;29;Home
101304;28;Dona
101305;6;Dona
101306;9;Home
101307;7;Home
101308;41;Home
101309;24;Home
101310;6;Dona
101311;6;Home
101312;40;Home
101313;6;Dona
101314;6;Home
101315;6;Home
101316;6;Dona
101317;36;Home
101318;42;Home
101319;6;Dona
101320;6;Home
101321;37;Home
101322;15;Home
101323;6;Dona
101324;38;Home
101325;54;Home
101326;33;Home
101327;34;Home
101328;6;Home
101329;6;Dona
101330;6;Dona
101331;44;Home
101332;60;Home
101333;46;Home
101334;51;Dona
101335;31;Dona
101336;6;Dona
101337;28;Home
101338;73;Dona
101339;44;Dona
101340;56;Home
101341;6;Home
101342;38;Dona
101343;6;Dona
101344;6;Home
101345;28;Dona
101346;6;Home
101347;6;Dona
101348;43;Home
101349;21;Home
101350;17;Home
101351;12;Dona
101352;43;Dona
101353;40;Home
101354;26;Home
101355;30;Dona
101356;36;Home
101357;6;Home
101358;18;Home
101359;6;Dona
101360;28;Dona
101361;35;Dona
101362;6;Dona
101363;30;Home
101364;6;Dona
101365;64;Home
101366;7;Dona
101367;6;Home
101368;6;Home
101369;6;Dona
101370;6;Dona
101371;6;Dona
101372;6;Dona
101373;33;Home
101374;34;Dona
101375;6;Home
101376;26;Home
101377;43;Home
101378;39;Home
101379;6;Home
101380;48;Dona
101381;7;Home
101382;6;Home
101383;6;Home
101384;6;Dona
101385;30;Home
101386;49;Home
101387;50;Dona
101388;22;Home
101389;47;Home
101390;41;Home
101391;6;Home
101392;32;Home
101393;26;Dona
101394;44;Home
101395;42;Home
101396;38;Dona
101397;42;Home
101398;6;Dona
101399;6;Dona
101400;37;Dona
101401;37;Dona
101402;33;Home
101403;40;Home
101404;44;Dona
101405;34;Home
101406;31;Home
101407;6;Home
101408;44;Home
101409;6;Home
101410;33;Dona
101411;53;Dona
101412;6;Home
101413;53;Dona
101414;6;Dona
101415;6;Dona
101416;34;Home
101417;6;Home
101418;27;Dona
101419;38;Home
101420;31;Home
101421;6;Home
101422;42;Dona
101423;6;Home
101424;20;Dona
101425;6;Home
101426;6;Home
101427;6;Dona
101428;42;Home
101429;6;Dona
101430;78;Dona
101431;6;Dona
101432;6;Home
101433;6;Dona
101434;6;Home
101435;31;Home
101436;26;Home
101437;44;Home
101438;31;Home
101439;29;Home
101440;44;Home
101441;6;Home
101442;6;Home
101443;20;Home
101444;6;Dona
101445;6;Dona
101446;6;Home
101447;7;Dona
101448;56;Home
101449;57;Dona
101450;25;Dona
101451;32;Dona
101452;50;Dona
101453;24;Home
101454;6;Dona
101455;10;Home
101456;6;Dona
101457;43;Home
101458;6;Home
101459;6;Home
101460;6;Home
101461;32;Dona
101462;6;Home
101463;38;Dona
101464;42;Home
101465;71;Dona
101466;6;Home
101467;6;Dona
101468;44;Home
101469;6;Home
101470;6;Dona
101471;6;Dona
101472;6;Dona
101473;6;Home
101474;6;Dona
101475;49;Home
101476;36;Dona
101477;40;Dona
101478;9;Dona
101479;39;Home
101480;6;Home
101481;6;Home
101482;6;Dona
101483;34;Dona
101484;6;Home
101485;50;Home
101486;35;Home
101487;32;Home
101488;41;Home
101489;37;Home
101490;38;Home
101491;37;Dona
101492;29;Home
101493;49;Home
101494;24;Dona
101495;39;Dona
101496;6;Dona
101497;44;Home
101498;6;Dona
101499;42;Dona
101500;6;Dona
101501;32;Home
101502;31;Dona
101503;25;Home
101504;32;Dona
101505;6;Dona
101506;29;Dona
101507;36;Dona
101508;6;Dona
101509;24;Home
101510;6;Home
101511;38;Dona
101512;28;Dona
101513;6;Home
101514;52;Dona
101515;24;Home
101516;29;Home
101517;33;Dona
101518;34;Dona
101519;6;Home
101520;12;Dona
101521;39;Dona
101522;10;Dona
101523;9;Home
101524;6;Dona
101525;30;Home
101526;6;Dona
101527;44;Dona
101528;45;Dona
101529;21;Dona
101530;16;Home
101531;35;Home
101532;26;Home
101533;34;Dona
101534;7;Home
101535;6;Home
101536;6;Dona
101537;32;Dona
101538;44;Dona
101539;6;Dona
101540;31;Home
101541;6;Home
101542;38;Home
101543;30;Dona
101544;6;Home
101545;28;Dona
101546;31;Dona
101547;6;Home
101548;37;Home
101549;23;Home
101550;28;Dona
101551;6;Home
101552;6;Dona
101553;42;Home
101554;6;Dona
101555;38;Dona
101556;9;Home
101557;24;Home
101558;39;Home
101559;6;Dona
101560;42;Home
101561;42;Dona
101562;44;Home
101563;27;Dona
101564;6;Dona
101565;53;Dona
101566;20;Home
101567;34;Dona
101568;39;Dona
101569;41;Dona
101570;12;Dona
101571;9;Dona
101572;48;Home
101573;25;Dona
101574;6;Dona
101575;63;Home
101576;25;Home
101577;6;Home
101578;6;Home
101579;19;Dona
101580;33;Dona
101581;20;Dona
101582;13;Dona
101583;39;Dona
101584;9;Home
101585;6;Dona
101586;27;Dona
101587;39;Home
101588;37;Dona
101589;13;Dona
101590;41;Dona
101591;14;Dona
101592;29;Home
101593;6;Dona
101594;6;Dona
101595;36;Home
101596;13;Dona
101597;12;Home
101598;33;Home
101599;23;Dona
101600;6;Dona
101601;6;Dona
101602;64;Dona
101603;6;Home
101604;28;Dona
101605;6;Dona
101606;7;Dona
101607;61;Dona
101608;54;Home
101609;51;Dona
101610;19;Home
101611;14;Home
101612;12;Dona
101613;18;Dona
101614;38;Home
101615;72;Dona
101616;36;Home
101617;39;Home
101618;6;Home
101619;6;Home
101620;6;Dona
101621;36;Dona
101622;30;Home
101623;70;Home
101624;41;Home
101625;6;Home
101626;54;Home
101627;33;Dona
101628;7;Home
101629;37;Home
101630;32;Home
101631;31;Dona
101632;52;Home
101633;6;Home
101634;6;Home
101635;6;Home
101636;32;Dona
101637;6;Home
101638;6;Home
101639;39;Dona
101640;6;Home
101641;32;Dona
101642;48;Home
101643;44;Dona
101644;8;Home
101645;24;Dona
101646;13;Home
101647;50;Dona
101648;41;Dona
101649;6;Dona
101650;6;Home
101651;32;Dona
101652;34;Home
101653;6;Dona
101654;42;Home
101655;25;Dona
101656;6;Home
101657;39;Dona
101658;6;Home
101659;31;Dona
101660;14;Dona
101661;38;Home
101662;42;Dona
101663;45;Dona
101664;33;Home
101665;55;Dona
101666;39;Home
101667;6;Dona
101668;6;Home
101669;91;Dona
101670;6;Dona
101671;6;Dona
101672;6;Home
101673;6;Dona
101674;35;Dona
101675;6;Dona
101676;24;Dona
101677;26;Home
101678;35;Home
101679;53;Dona
101680;6;Dona
101681;6;Home
101682;6;Dona
101683;37;Home
101684;6;Home
101685;6;Dona
101686;47;Home
101687;31;Dona
101688;9;Home
101689;6;Home
101690;6;Home
101691;6;Home
101692;47;Dona
101693;6;Dona
101694;6;Home
101695;75;Dona
101696;64;Dona
101697;6;Dona
101698;6;Home
101699;6;Dona
101700;32;Home
101701;6;Dona
101702;6;Home
101703;6;Home
101704;6;Dona
101705;6;Home
101706;6;Home
101707;6;Home
101708;45;Home
101709;44;Home
101710;6;Dona
101711;29;Dona
101712;11;Dona
101713;36;Home
101714;32;Home
101715;6;Home
101716;6;Home
101717;6;Home
101718;6;Dona
101719;77;Home
101720;38;Home
101721;16;Home
101722;40;Home
101723;6;Dona
101724;29;Dona
101725;60;Home
101726;6;Home
101727;51;Home
101728;6;Home
101729;6;Dona
101730;31;Home
101731;25;Home
101732;60;Dona
101733;29;Home
101734;35;Home
101735;6;Home
101736;25;Home
101737;6;Dona
101738;49;Dona
101739;6;Home
101740;61;Dona
101741;6;Dona
101742;6;Dona
101743;28;Dona
101744;46;Dona
101745;23;Dona
101746;20;Home
101747;13;Dona
101748;25;Dona
101749;6;Dona
101750;27;Dona
101751;6;Home
101752;38;Home
101753;37;Dona
101754;6;Home
101755;34;Dona
101756;32;Home
101757;35;Home
101758;34;Home
101759;40;Home
101760;6;Dona
101761;35;Dona
101762;40;Dona
101763;17;Dona
101764;9;Dona
101765;33;Dona
101766;6;Home
101767;6;Home
101768;6;Home
101769;27;Home
101770;37;Dona
101771;6;Dona
101772;34;Dona
101773;26;Dona
101774;6;Home
101775;43;Home
101776;6;Dona
101777;6;Dona
101778;6;Home
101779;38;Home
101780;32;Dona
101781;6;Home
101782;6;Dona
101783;63;Dona
101784;6;Home
101785;6;Home
101786;6;Dona
101787;6;Dona
101788;6;Home
101789;83;Dona
101790;44;Home
101791;48;Dona
101792;30;Dona
101793;6;Home
101794;58;Dona
101795;6;Home
101796;38;Home
101797;6;Dona
101798;53;Dona
101799;27;Dona
101800;34;Dona
101801;42;Home
101802;71;Dona
101803;6;Home
101804;10;Dona
101805;45;Dona
101806;19;Dona
101807;17;Dona
101808;6;Dona
101809;6;Home
101810;6;Home
101811;6;Home
101812;43;Home
101813;28;Home
101814;32;Home
101815;7;Dona
101816;25;Home
101817;40;Dona
101818;25;Home
101819;69;Dona
101820;47;Dona
101821;56;Home
101822;51;Home
101823;57;Dona
101824;6;Home
101825;31;Dona
101826;9;Dona
101827;10;Home
101828;6;Dona
101829;54;Dona
101830;6;Home
101831;6;Home
101832;45;Dona
101833;10;Dona
101834;36;Dona
101835;6;Dona
101836;39;Dona
101837;6;Home
101838;6;Dona
101839;6;Home
101840;6;Home
101841;6;Dona
101842;6;Home
101843;50;Dona
101844;6;Home
101845;88;Home
101846;36;Dona
101847;6;Dona
101848;6;Dona
101849;34;Dona
101850;31;Dona
101851;6;Dona
101852;32;Home
101853;28;Dona
101854;19;Dona
101855;25;Home
101856;62;Home
101857;6;Dona
101858;6;Dona
101859;6;Home
101860;6;Home
101861;44;Home
101862;31;Dona
101863;6;Dona
101864;32;Dona
101865;6;Dona
101866;6;Home
101867;85;Dona
101868;34;Home
101869;33;Dona
101870;10;Dona
101871;8;Dona
101872;6;Home
101873;17;Dona
101874;6;Dona
101875;6;Dona
101876;29;Dona
101877;59;Dona
101878;17;Dona
101879;6;Home
101880;6;Home
101881;39;Dona
101882;6;Home
101883;6;Home
101884;6;Dona
101885;67;Home
101886;53;Dona
101887;38;Home
101888;32;Home
101889;39;Dona
101890;45;Dona
101891;7;Home
101892;38;Dona
101893;48;Dona
101894;17;Dona
101895;45;Home
101896;36;Dona
101897;34;Home
101898;32;Home
101899;30;Home
101900;40;Home
101901;34;Home
101902;26;Home
101903;15;Home
101904;8;Dona
101905;45;Home
101906;65;Home
101907;6;Home
101908;6;Home
101909;7;Home
101910;33;Dona
101911;44;Dona
101912;24;Home
101913;22;Home
101914;21;Home
101915;32;Dona
101916;13;Home
101917;6;Home
101918;29;Dona
101919;35;Dona
101920;87;Dona
101921;6;Home
101922;69;Dona
101923;69;Home
101924;7;Dona
101925;38;Home
101926;27;Dona
101927;6;Dona
101928;43;Dona
101929;12;Home
101930;42;Home
101931;6;Home
101932;50;Dona
101933;6;Dona
101934;27;Dona
101935;6;Dona
101936;6;Dona
101937;42;Dona
101938;6;Home
101939;31;Dona
101940;48;Home
101941;6;Dona
101942;30;Dona
101943;6;Dona
101944;29;Dona
101945;32;Dona
101946;6;Home
101947;6;Home
101948;35;Home
101949;6;Dona
101950;33;Home
101951;6;Home
101952;34;Home
101953;6;Home
101954;62;Home
101955;31;Dona
101956;32;Home
101957;45;Home
101958;40;Dona
101959;29;Dona
101960;57;Home
101961;6;Home
101962;25;Home
101963;28;Home
101964;6;Home
101965;31;Dona
101966;6;Dona
101967;6;Home
101968;6;Home
101969;6;Home
101970;31;Home
101971;34;Home
101972;6;Home
101973;6;Home
101974;6;Dona
101975;6;Dona
101976;6;Home
101977;34;Home
101978;47;Dona
101979;27;Dona
101980;35;Home
101981;6;Home
101982;28;Dona
101983;13;Dona
101984;32;Dona
101985;36;Dona
101986;29;Home
101987;29;Dona
101988;34;Dona
101989;6;Home
101990;6;Home
101991;90;Dona
101992;63;Dona
101993;31;Home
101994;6;Dona
101995;6;Home
101996;6;Home
101997;25;Dona
101998;6;Dona
101999;35;Dona
102000;34;Home
102001;25;Home
102002;62;Home
102003;44;Dona
102004;28;Home
102005;6;Dona
102006;50;Dona
102007;19;Dona
102008;16;Home
102009;63;Dona
102010;6;Home
102011;83;Dona
102012;26;Dona
102013;6;Home
102014;6;Home
102015;6;Home
102016;39;Dona
102017;6;Dona
102018;47;Dona
102019;6;Home
102020;34;Dona
102021;6;Home
102022;41;Home
102023;13;Dona
102024;6;Home
102025;45;Home
102026;6;Dona
102027;6;Dona
102028;6;Dona
102029;6;Home
102030;6;Home
102031;30;Home
102032;33;Home
102033;33;Dona
102034;40;Home
102035;51;Dona
102036;6;Dona
102037;43;Home
102038;6;Home
102039;6;Dona
102040;60;Dona
102041;6;Home
102042;34;Dona
102043;8;Home
102044;7;Home
102045;6;Home
102046;35;Dona
102047;6;Home
102048;10;Dona
102049;6;Dona
102050;6;Dona
102051;6;Home
102052;37;Dona
102053;28;Dona
102054;29;Dona
102055;6;Home
102056;32;Home
102057;46;Dona
102058;6;Dona
102059;15;Dona
102060;11;Home
102061;33;Dona
102062;28;Dona
102063;34;Home
102064;45;Home
102065;33;Home
102066;13;Dona
102067;6;Home
102068;34;Dona
102069;29;Home
102070;29;Dona
102071;7;Home
102072;6;Home
102073;6;Home
102074;6;Home
102075;38;Dona
102076;39;Dona
102077;6;Dona
102078;6;Dona
102079;24;Dona
102080;6;Dona
102081;28;Dona
102082;32;Dona
102083;52;Dona
102084;33;Dona
102085;18;Home
102086;6;Home
102087;53;Home
102088;33;Home
102089;16;Home
102090;37;Dona
102091;6;Home
102092;32;Dona
102093;26;Dona
102094;25;Dona
102095;6;Home
102096;42;Dona
102097;8;Dona
102098;6;Dona
102099;19;Dona
102100;6;Dona
102101;34;Dona
102102;36;Dona
102103;10;Home
102104;18;Home
102105;19;Home
102106;60;Dona
102107;33;Dona
102108;34;Dona
102109;35;Dona
102110;9;Dona
102111;38;Home
102112;26;Home
102113;6;Dona
102114;6;Dona
102115;42;Home
102116;29;Home
102117;6;Home
102118;6;Home
102119;34;Home
102120;42;Home
102121;24;Dona
