Individu;Edat;Sexe
12305;40;Dona
12306;61;Dona
12307;63;Home
12308;41;Home
12309;39;Dona
12310;60;Home
12311;67;Home
12312;67;Dona
12313;60;Home
12314;58;Dona
12315;68;Home
12316;68;Dona
12317;42;Home
12318;41;Dona
12319;40;Dona
12320;38;Dona
12321;72;Home
12322;73;Dona
12323;46;Home
12324;34;Home
12325;84;Home
12326;56;Home
12327;53;Home
12328;64;Home
12329;62;Dona
12330;43;Home
12331;42;Dona
12332;70;Dona
12333;49;Home
12334;46;Dona
12335;81;Dona
12336;57;Dona
12337;54;Dona
12338;48;Home
12339;44;Home
12340;54;Dona
12341;49;Dona
12342;47;Dona
12343;83;Dona
12344;56;Dona
12345;46;Dona
12346;65;Home
12347;64;Dona
12348;36;Dona
12349;66;Home
12350;67;Dona
12351;42;Home
12352;65;Home
12353;65;Dona
12354;40;Home
12355;59;Home
12356;69;Dona
12357;44;Home
12358;35;Dona
12359;79;Home
12360;72;Dona
12361;50;Dona
12362;37;Home
12363;44;Dona
12364;61;Dona
12365;35;Home
12366;34;Home
12367;62;Home
12368;59;Dona
12369;36;Dona
12370;91;Dona
12371;53;Home
12372;76;Home
12373;71;Dona
12374;45;Dona
12375;89;Home
12376;87;Dona
12377;54;Dona
12378;78;Dona
12379;61;Dona
12380;39;Home
12381;38;Home
12382;64;Dona
12383;39;Dona
12384;66;Home
12385;63;Dona
12386;39;Home
12387;38;Dona
12388;37;Dona
12389;55;Home
12390;53;Home
12391;50;Dona
12392;53;Dona
12393;76;Home
12394;77;Dona
12395;48;Dona
12396;44;Home
12397;49;Dona
12398;56;Dona
12399;50;Home
12400;78;Dona
12401;78;Dona
12402;47;Home
12403;45;Home
12404;37;Home
12405;71;Home
12406;71;Dona
12407;46;Home
12408;35;Dona
12409;59;Home
12410;59;Dona
12411;35;Dona
12412;58;Home
12413;55;Dona
12414;33;Home
12415;61;Home
12416;60;Dona
12417;62;Home
12418;62;Dona
12419;40;Dona
12420;60;Home
12421;56;Dona
12422;34;Home
12423;59;Home
12424;57;Dona
12425;66;Home
12426;58;Dona
12427;34;Home
12428;56;Home
12429;84;Home
12430;55;Dona
12431;56;Home
12432;82;Home
12433;73;Dona
12434;51;Dona
12435;54;Dona
12436;72;Home
12437;69;Dona
12438;44;Dona
12439;43;Home
12440;41;Home
12441;40;Dona
12442;84;Home
12443;79;Dona
12444;52;Dona
12445;44;Dona
12446;77;Dona
12447;53;Dona
12448;46;Home
12449;39;Home
12450;46;Dona
12451;85;Dona
12452;57;Dona
12453;87;Home
12454;85;Dona
12455;57;Dona
12456;45;Home
12457;72;Home
12458;75;Dona
12459;41;Dona
12460;37;Home
12461;68;Home
12462;65;Dona
12463;58;Dona
12464;38;Dona
12465;36;Dona
12466;68;Dona
12467;45;Home
12468;43;Dona
12469;42;Dona
12470;38;Dona
12471;36;Home
12472;48;Home
12473;68;Home
12474;64;Dona
12475;42;Home
12476;84;Home
12477;81;Dona
12478;81;Dona
12479;51;Dona
12480;89;Home
12481;67;Home
12482;68;Dona
12483;42;Home
12484;36;Dona
12485;61;Home
12486;55;Home
12487;52;Dona
12488;88;Dona
12489;46;Home
12490;95;Home
12491;54;Dona
12492;48;Dona
12493;84;Home
12494;82;Dona
12495;44;Dona
12496;67;Home
12497;60;Dona
12498;41;Home
12499;40;Home
12500;39;Home
12501;37;Dona
12502;35;Home
12503;54;Dona
12504;53;Dona
12505;53;Home
12506;50;Home
12507;73;Home
12508;59;Dona
12509;36;Home
12510;35;Home
12511;87;Dona
12512;54;Home
12513;53;Dona
12514;54;Home
12515;72;Dona
12516;49;Home
12517;36;Home
12518;87;Dona
12519;61;Home
12520;88;Dona
12521;68;Home
12522;53;Home
12523;51;Dona
12524;57;Home
12525;79;Home
12526;79;Dona
12527;51;Home
12528;51;Home
12529;63;Home
12530;62;Dona
12531;36;Home
12532;47;Home
12533;89;Dona
12534;69;Home
12535;72;Dona
12536;43;Dona
12537;89;Dona
12538;59;Dona
12539;37;Home
12540;34;Dona
12541;72;Home
12542;88;Dona
12543;81;Home
12544;78;Dona
12545;55;Home
12546;52;Home
12547;80;Dona
12548;54;Dona
12549;48;Dona
12550;79;Dona
12551;44;Home
12552;62;Home
12553;62;Dona
12554;36;Home
12555;65;Home
12556;37;Home
12557;35;Home
12558;55;Home
12559;56;Home
12560;54;Home
12561;67;Home
12562;67;Dona
12563;42;Home
12564;39;Home
12565;59;Home
12566;59;Dona
12567;38;Home
12568;57;Home
12569;55;Dona
12570;71;Dona
12571;54;Dona
12572;66;Home
12573;66;Dona
12574;59;Home
12575;53;Dona
12576;61;Home
12577;63;Dona
12578;60;Home
12579;62;Dona
12580;67;Home
12581;58;Dona
12582;58;Home
12583;53;Dona
12584;61;Home
12585;58;Dona
12586;36;Dona
12587;99;Home
12588;60;Home
12589;58;Home
12590;56;Dona
12591;78;Home
12592;77;Dona
12593;42;Home
12594;39;Home
12595;80;Dona
12596;51;Dona
12597;40;Dona
12598;60;Home
12599;88;Dona
12600;54;Home
12601;85;Dona
12602;45;Home
12603;57;Home
12604;54;Dona
12605;64;Home
12606;60;Dona
12607;72;Home
12608;67;Dona
12609;43;Dona
12610;42;Home
12611;34;Home
12612;67;Home
12613;63;Dona
12614;39;Dona
12615;34;Home
12616;81;Dona
12617;54;Home
12618;46;Home
12619;57;Home
12620;57;Home
12621;53;Home
12622;60;Home
12623;59;Dona
12624;55;Home
12625;52;Home
12626;73;Home
12627;70;Dona
12628;45;Dona
12629;90;Home
12630;84;Dona
12631;65;Home
12632;62;Dona
12633;40;Dona
12634;37;Dona
12635;85;Dona
12636;53;Home
12637;65;Home
12638;63;Dona
12639;63;Dona
12640;39;Dona
12641;36;Dona
12642;80;Dona
12643;52;Home
12644;46;Dona
12645;68;Home
12646;67;Dona
12647;43;Dona
12648;40;Home
12649;58;Dona
12650;69;Home
12651;70;Dona
12652;41;Dona
12653;66;Dona
12654;37;Dona
12655;58;Home
12656;58;Dona
12657;74;Home
12658;73;Dona
12659;90;Dona
12660;58;Dona
12661;56;Home
12662;83;Home
12663;49;Home
12664;81;Home
12665;75;Dona
12666;48;Home
12667;46;Home
12668;37;Home
12669;69;Home
12670;68;Dona
12671;47;Dona
12672;43;Home
12673;41;Dona
12674;76;Dona
12675;46;Dona
12676;41;Dona
12677;78;Home
12678;75;Dona
12679;49;Home
12680;45;Home
12681;84;Dona
12682;60;Home
12683;56;Dona
12684;77;Home
12685;75;Dona
12686;50;Home
12687;45;Home
12688;37;Home
12689;87;Home
12690;85;Dona
12691;59;Dona
12692;81;Home
12693;70;Dona
12694;85;Home
12695;74;Dona
12696;37;Dona
12697;62;Home
12698;60;Dona
12699;65;Home
12700;62;Dona
12701;40;Home
12702;83;Dona
12703;47;Dona
12704;62;Dona
12705;84;Home
12706;83;Dona
12707;52;Home
12708;58;Home
12709;57;Dona
12710;82;Home
12711;77;Dona
12712;54;Home
12713;45;Home
12714;50;Dona
12715;35;Dona
12716;52;Dona
12717;74;Home
12718;72;Dona
12719;41;Home
12720;76;Home
12721;68;Dona
12722;49;Dona
12723;48;Dona
12724;40;Home
12725;56;Home
12726;50;Dona
12727;68;Home
12728;64;Dona
12729;40;Home
12730;38;Home
12731;64;Home
12732;64;Dona
12733;40;Home
12734;39;Dona
12735;52;Home
12736;44;Dona
12737;38;Home
12738;77;Home
12739;69;Dona
12740;49;Home
12741;45;Dona
12742;44;Dona
12743;73;Dona
12744;53;Home
12745;48;Home
12746;46;Home
12747;34;Home
12748;86;Dona
12749;51;Home
12750;49;Dona
12751;34;Dona
12752;91;Dona
12753;52;Dona
12754;64;Dona
12755;40;Dona
12756;38;Dona
12757;37;Dona
12758;57;Home
12759;76;Home
12760;74;Dona
12761;49;Home
12762;46;Home
12763;61;Home
12764;55;Dona
12765;35;Dona
12766;63;Home
12767;62;Dona
12768;50;Home
12769;52;Dona
12770;49;Home
12771;34;Dona
12772;74;Dona
12773;49;Dona
12774;82;Dona
12775;53;Home
12776;51;Dona
12777;65;Home
12778;56;Dona
12779;57;Home
12780;58;Home
12781;50;Dona
12782;86;Home
12783;86;Dona
12784;47;Dona
12785;66;Home
12786;64;Dona
12787;41;Home
12788;39;Dona
12789;70;Dona
12790;89;Dona
12791;62;Dona
12792;51;Home
12793;60;Home
12794;62;Dona
12795;36;Home
12796;63;Home
12797;70;Dona
12798;45;Home
12799;43;Home
12800;74;Dona
12801;53;Home
12802;50;Dona
12803;48;Dona
12804;41;Home
12805;60;Dona
12806;68;Home
12807;64;Dona
12808;42;Dona
12809;41;Home
12810;39;Dona
12811;94;Home
12812;87;Dona
12813;81;Dona
12814;85;Dona
12815;57;Home
12816;56;Dona
12817;69;Dona
12818;50;Dona
12819;48;Dona
12820;43;Dona
12821;36;Dona
12822;64;Home
12823;62;Dona
12824;36;Dona
12825;92;Dona
12826;66;Home
12827;66;Dona
12828;41;Dona
12829;38;Home
12830;92;Dona
12831;89;Dona
12832;59;Dona
12833;52;Dona
12834;65;Home
12835;62;Dona
12836;58;Home
12837;79;Home
12838;74;Dona
12839;53;Dona
12840;49;Dona
12841;60;Home
12842;57;Dona
12843;80;Dona
12844;56;Dona
12845;74;Dona
12846;53;Home
12847;65;Home
12848;61;Dona
12849;41;Dona
12850;39;Home
12851;36;Home
12852;57;Dona
12853;85;Dona
12854;77;Home
12855;71;Dona
12856;49;Home
12857;47;Home
12858;54;Dona
12859;60;Home
12860;63;Dona
12861;36;Dona
12862;66;Home
12863;64;Dona
12864;40;Dona
12865;89;Dona
12866;54;Home
12867;43;Home
12868;35;Home
12869;66;Home
12870;61;Dona
12871;34;Dona
12872;73;Home
12873;74;Dona
12874;51;Home
12875;45;Home
12876;71;Home
12877;74;Dona
12878;44;Dona
12879;42;Home
12880;92;Dona
12881;56;Home
12882;80;Home
12883;81;Dona
12884;54;Home
12885;41;Dona
12886;77;Home
12887;47;Home
12888;69;Home
12889;58;Dona
12890;41;Dona
12891;38;Dona
12892;74;Home
12893;74;Dona
12894;50;Home
12895;47;Home
12896;41;Dona
12897;59;Home
12898;59;Dona
12899;82;Dona
12900;53;Home
12901;58;Dona
12902;34;Dona
12903;93;Home
12904;82;Home
12905;81;Dona
12906;87;Home
12907;82;Dona
12908;50;Home
12909;66;Dona
12910;39;Home
12911;85;Dona
12912;51;Dona
12913;86;Dona
12914;56;Home
12915;44;Home
12916;69;Home
12917;41;Dona
12918;38;Dona
12919;36;Dona
12920;65;Dona
12921;83;Dona
12922;57;Home
12923;55;Dona
12924;52;Home
12925;50;Home
12926;45;Home
12927;55;Dona
12928;93;Dona
12929;83;Home
12930;79;Dona
12931;57;Dona
12932;53;Dona
12933;59;Home
12934;55;Home
12935;89;Home
12936;85;Dona
12937;79;Home
12938;74;Dona
12939;45;Home
12940;42;Dona
12941;37;Dona
12942;53;Home
12943;51;Home
12944;78;Home
12945;70;Dona
12946;48;Home
12947;47;Dona
12948;43;Dona
12949;36;Home
12950;69;Dona
12951;50;Dona
12952;67;Home
12953;43;Home
12954;37;Dona
12955;72;Home
12956;43;Home
12957;41;Dona
12958;66;Home
12959;67;Dona
12960;47;Home
12961;43;Dona
12962;83;Home
12963;81;Dona
12964;54;Home
12965;45;Dona
12966;56;Dona
12967;65;Dona
12968;42;Home
12969;41;Home
12970;40;Home
12971;39;Dona
12972;57;Home
12973;56;Dona
12974;83;Home
12975;79;Dona
12976;56;Dona
12977;54;Home
12978;46;Home
12979;73;Dona
12980;48;Home
12981;44;Home
12982;75;Home
12983;74;Dona
12984;46;Dona
12985;40;Home
12986;91;Home
12987;84;Dona
12988;83;Home
12989;80;Dona
12990;73;Home
12991;44;Home
12992;42;Home
12993;41;Home
12994;80;Dona
12995;57;Home
12996;52;Home
12997;84;Dona
12998;58;Home
12999;90;Dona
13000;76;Dona
13001;55;Dona
13002;45;Dona
13003;67;Home
13004;62;Dona
13005;82;Home
13006;73;Dona
13007;99;Dona
13008;67;Home
13009;69;Dona
13010;40;Home
13011;63;Home
13012;60;Dona
13013;36;Home
13014;34;Home
13015;82;Home
13016;82;Dona
13017;51;Dona
13018;47;Home
13019;72;Home
13020;70;Dona
13021;37;Home
13022;78;Dona
13023;49;Home
13024;66;Home
13025;65;Dona
13026;43;Dona
13027;37;Dona
13028;65;Dona
13029;62;Dona
13030;37;Dona
13031;61;Home
13032;85;Dona
13033;52;Dona
13034;49;Dona
13035;47;Dona
13036;80;Dona
13037;43;Dona
13038;85;Home
13039;82;Dona
13040;59;Home
13041;54;Dona
13042;53;Home
13043;50;Home
13044;46;Home
13045;75;Dona
13046;70;Home
13047;70;Home
13048;67;Dona
13049;44;Home
13050;41;Dona
13051;85;Home
13052;87;Dona
13053;54;Dona
13054;88;Home
13055;84;Dona
13056;61;Home
13057;52;Home
13058;76;Home
13059;57;Dona
13060;54;Dona
13061;49;Dona
13062;47;Home
13063;45;Home
13064;79;Dona
13065;59;Dona
13066;60;Dona
13067;36;Dona
13068;66;Dona
13069;36;Home
13070;54;Home
13071;69;Dona
13072;44;Dona
13073;42;Dona
13074;73;Dona
13075;87;Dona
13076;71;Home
13077;71;Dona
13078;78;Dona
13079;48;Dona
13080;47;Home
13081;42;Dona
13082;90;Dona
13083;74;Dona
13084;49;Home
13085;41;Home
13086;37;Dona
13087;45;Home
13088;41;Home
13089;70;Home
13090;65;Dona
13091;41;Dona
13092;38;Home
13093;66;Dona
13094;81;Dona
13095;53;Home
13096;51;Dona
13097;50;Dona
13098;66;Dona
13099;44;Dona
13100;93;Dona
13101;56;Dona
13102;64;Dona
13103;37;Dona
13104;84;Dona
13105;58;Dona
13106;57;Home
13107;55;Home
13108;48;Home
13109;88;Home
13110;59;Dona
13111;54;Home
13112;81;Home
13113;80;Dona
13114;56;Dona
13115;94;Home
13116;93;Dona
13117;54;Home
13118;51;Dona
13119;54;Dona
13120;56;Home
13121;49;Home
13122;82;Home
13123;63;Dona
13124;37;Dona
13125;83;Dona
13126;46;Dona
13127;72;Dona
13128;49;Dona
13129;48;Home
13130;44;Dona
13131;77;Home
13132;52;Dona
13133;49;Home
13134;46;Dona
13135;47;Home
13136;83;Dona
13137;58;Home
13138;57;Dona
13139;54;Home
13140;44;Dona
13141;80;Dona
13142;56;Dona
13143;55;Dona
13144;47;Dona
13145;66;Dona
13146;64;Home
13147;89;Home
13148;56;Dona
13149;52;Dona
13150;84;Home
13151;53;Dona
13152;70;Dona
13153;90;Dona
13154;75;Home
13155;76;Dona
13156;49;Home
13157;44;Dona
13158;85;Dona
13159;56;Home
13160;47;Home
13161;84;Home
13162;82;Dona
13163;45;Home
13164;43;Dona
13165;72;Home
13166;71;Dona
13167;46;Home
13168;41;Home
13169;37;Dona
13170;63;Home
13171;67;Dona
13172;67;Home
13173;81;Dona
13174;50;Home
13175;44;Home
13176;73;Home
13177;65;Dona
13178;43;Home
13179;40;Home
13180;76;Dona
13181;42;Home
13182;39;Home
13183;68;Home
13184;69;Dona
13185;46;Home
13186;44;Dona
13187;39;Dona
13188;91;Dona
13189;48;Dona
13190;76;Home
13191;72;Dona
13192;48;Dona
13193;40;Dona
13194;64;Home
13195;67;Dona
13196;89;Home
13197;77;Dona
13198;51;Dona
13199;39;Home
13200;65;Home
13201;62;Dona
13202;84;Dona
13203;49;Dona
13204;81;Dona
13205;56;Home
13206;52;Dona
13207;48;Home
13208;75;Home
13209;76;Dona
13210;35;Home
13211;80;Home
13212;79;Dona
13213;54;Dona
13214;38;Home
13215;79;Dona
13216;53;Home
13217;51;Home
13218;56;Home
13219;55;Dona
13220;37;Home
13221;72;Home
13222;69;Dona
13223;47;Home
13224;83;Home
13225;79;Dona
13226;56;Dona
13227;83;Home
13228;50;Home
13229;38;Dona
13230;79;Home
13231;44;Dona
13232;69;Home
13233;66;Dona
13234;42;Home
13235;35;Home
13236;48;Home
13237;53;Dona
13238;67;Dona
13239;35;Dona
13240;35;Dona
13241;74;Home
13242;74;Dona
13243;45;Dona
13244;42;Dona
13245;80;Dona
13246;52;Dona
13247;43;Home
13248;78;Home
13249;71;Dona
13250;70;Home
13251;63;Dona
13252;69;Home
13253;68;Dona
13254;41;Dona
13255;37;Dona
13256;72;Home
13257;71;Dona
13258;47;Dona
13259;42;Home
13260;55;Home
13261;54;Dona
13262;34;Home
13263;79;Dona
13264;50;Home
13265;44;Home
13266;43;Home
13267;65;Home
13268;53;Home
13269;73;Home
13270;54;Dona
13271;78;Home
13272;77;Dona
13273;43;Dona
13274;69;Dona
13275;48;Dona
13276;46;Dona
13277;40;Dona
13278;60;Home
13279;58;Dona
13280;35;Home
13281;64;Dona
13282;35;Dona
13283;84;Dona
13284;56;Dona
13285;90;Dona
13286;38;Home
13287;64;Home
13288;60;Dona
13289;38;Dona
13290;37;Dona
13291;70;Dona
13292;45;Dona
13293;43;Home
13294;42;Dona
13295;41;Home
13296;76;Dona
13297;46;Dona
13298;67;Home
13299;51;Home
13300;73;Home
13301;66;Dona
13302;39;Home
13303;36;Home
13304;63;Home
13305;55;Dona
13306;34;Dona
13307;59;Home
13308;62;Dona
13309;66;Home
13310;61;Dona
13311;39;Dona
13312;34;Home
13313;70;Dona
13314;74;Home
13315;38;Home
13316;54;Dona
13317;35;Home
13318;62;Home
13319;67;Dona
13320;36;Dona
13321;79;Home
13322;51;Home
13323;88;Dona
13324;84;Dona
13325;55;Dona
13326;70;Home
13327;41;Home
13328;71;Dona
13329;48;Dona
13330;46;Home
13331;42;Dona
13332;77;Home
13333;80;Dona
13334;76;Dona
13335;44;Home
13336;69;Home
13337;68;Dona
13338;44;Dona
13339;77;Dona
13340;48;Home
13341;42;Home
13342;78;Home
13343;78;Dona
13344;41;Home
13345;51;Dona
13346;50;Dona
13347;55;Home
13348;80;Dona
13349;55;Dona
13350;77;Dona
13351;48;Dona
13352;76;Home
13353;71;Dona
13354;48;Dona
13355;39;Dona
13356;88;Dona
13357;62;Home
13358;71;Home
13359;68;Dona
13360;46;Dona
13361;42;Home
13362;77;Home
13363;49;Home
13364;47;Home
13365;70;Home
13366;63;Dona
13367;41;Dona
13368;39;Home
13369;41;Home
13370;38;Dona
13371;61;Home
13372;60;Dona
13373;36;Dona
13374;78;Home
13375;77;Dona
13376;49;Home
13377;38;Dona
13378;35;Dona
13379;91;Dona
13380;57;Home
13381;73;Home
13382;69;Dona
13383;43;Dona
13384;41;Home
13385;79;Dona
13386;50;Home
13387;49;Home
13388;47;Dona
13389;40;Home
13390;61;Home
13391;60;Dona
13392;36;Home
13393;48;Dona
13394;73;Home
13395;67;Dona
13396;47;Dona
13397;64;Home
13398;65;Dona
13399;67;Dona
13400;43;Dona
13401;41;Home
13402;40;Dona
13403;39;Home
13404;64;Home
13405;60;Dona
13406;85;Home
13407;82;Dona
13408;68;Home
13409;66;Dona
13410;44;Dona
13411;36;Dona
13412;65;Dona
13413;38;Home
13414;65;Home
13415;70;Dona
13416;83;Dona
13417;52;Dona
13418;75;Home
13419;73;Dona
13420;48;Home
13421;47;Home
13422;83;Home
13423;80;Dona
13424;51;Dona
13425;69;Home
13426;65;Dona
13427;40;Dona
13428;35;Home
13429;67;Home
13430;69;Dona
13431;43;Dona
13432;76;Home
13433;71;Dona
13434;72;Dona
13435;47;Home
13436;42;Home
13437;37;Dona
13438;66;Dona
13439;42;Home
13440;74;Home
13441;76;Dona
13442;47;Dona
13443;46;Home
13444;59;Dona
13445;34;Home
13446;61;Home
13447;64;Dona
13448;68;Home
13449;62;Dona
13450;69;Home
13451;37;Home
13452;66;Home
13453;62;Dona
13454;40;Home
13455;38;Home
13456;73;Home
13457;69;Dona
13458;41;Home
13459;53;Dona
13460;77;Home
13461;75;Dona
13462;51;Home
13463;70;Home
13464;41;Dona
13465;57;Home
13466;78;Home
13467;73;Dona
13468;51;Home
13469;48;Home
13470;71;Dona
13471;49;Dona
13472;40;Home
13473;76;Dona
13474;54;Home
13475;51;Home
13476;49;Home
13477;47;Dona
13478;44;Dona
13479;83;Home
13480;81;Dona
13481;51;Dona
13482;50;Dona
13483;48;Dona
13484;66;Home
13485;62;Dona
13486;50;Dona
13487;58;Home
13488;55;Dona
13489;34;Home
13490;76;Home
13491;71;Dona
13492;49;Home
13493;82;Dona
13494;83;Dona
13495;46;Home
13496;57;Home
13497;53;Dona
13498;55;Home
13499;57;Home
13500;54;Dona
13501;69;Home
13502;65;Dona
13503;43;Home
13504;40;Dona
13505;37;Home
13506;67;Dona
13507;40;Dona
13508;68;Home
13509;66;Dona
13510;43;Home
13511;41;Home
13512;90;Home
13513;79;Dona
13514;78;Dona
13515;53;Home
13516;48;Dona
13517;56;Home
13518;53;Dona
13519;36;Home
13520;34;Dona
13521;55;Home
13522;55;Dona
13523;88;Dona
13524;51;Dona
13525;41;Dona
13526;65;Home
13527;61;Dona
13528;60;Home
13529;56;Dona
13530;80;Dona
13531;44;Dona
13532;40;Home
13533;79;Home
13534;73;Dona
13535;45;Home
13536;39;Dona
13537;80;Dona
13538;57;Dona
13539;52;Home
13540;55;Home
13541;76;Home
13542;72;Dona
13543;49;Dona
13544;42;Home
13545;86;Dona
13546;43;Dona
13547;77;Dona
13548;51;Dona
13549;48;Dona
13550;41;Home
13551;54;Dona
13552;81;Home
13553;80;Dona
13554;43;Dona
13555;40;Home
13556;59;Home
13557;59;Dona
13558;34;Home
13559;70;Home
13560;70;Dona
13561;45;Dona
13562;43;Home
13563;83;Home
13564;83;Dona
13565;51;Home
13566;43;Home
13567;56;Home
13568;53;Dona
13569;35;Home
13570;46;Home
13571;45;Home
13572;43;Home
13573;57;Home
13574;55;Dona
13575;70;Home
13576;69;Dona
13577;44;Home
13578;36;Dona
13579;92;Dona
13580;67;Dona
13581;66;Home
13582;41;Dona
13583;66;Home
13584;63;Dona
13585;41;Dona
13586;39;Home
13587;91;Home
13588;62;Home
13589;58;Dona
13590;84;Dona
13591;87;Dona
13592;64;Dona
13593;78;Dona
13594;83;Dona
13595;56;Home
13596;77;Home
13597;75;Dona
13598;48;Dona
13599;69;Home
13600;57;Dona
13601;45;Home
13602;39;Home
13603;68;Home
13604;62;Dona
13605;41;Home
13606;34;Home
13607;77;Home
13608;75;Dona
13609;45;Home
13610;39;Dona
13611;59;Home
13612;59;Dona
13613;35;Dona
13614;55;Dona
13615;50;Dona
13616;46;Dona
13617;74;Home
13618;76;Dona
13619;45;Home
13620;79;Home
13621;80;Dona
13622;50;Dona
13623;43;Dona
13624;63;Dona
13625;37;Home
13626;58;Home
13627;62;Dona
13628;71;Home
13629;69;Dona
13630;44;Home
13631;42;Dona
13632;66;Home
13633;67;Dona
13634;53;Home
13635;74;Dona
13636;51;Dona
13637;48;Dona
13638;84;Dona
13639;77;Dona
13640;63;Home
13641;63;Dona
13642;37;Home
13643;75;Home
13644;74;Dona
13645;46;Home
13646;44;Home
13647;42;Dona
13648;37;Dona
13649;80;Home
13650;80;Dona
13651;79;Home
13652;52;Dona
13653;50;Home
13654;46;Home
13655;44;Dona
13656;41;Home
13657;40;Dona
13658;38;Dona
13659;85;Home
13660;52;Home
13661;80;Dona
13662;51;Home
13663;50;Dona
13664;60;Home
13665;58;Dona
13666;34;Home
13667;59;Home
13668;55;Dona
13669;34;Dona
13670;65;Dona
13671;40;Home
13672;80;Home
13673;42;Dona
13674;39;Dona
13675;34;Dona
13676;46;Dona
13677;41;Dona
13678;46;Home
13679;75;Dona
13680;73;Home
13681;72;Dona
13682;46;Home
13683;43;Home
13684;40;Dona
13685;61;Home
13686;60;Dona
13687;37;Home
13688;59;Home
13689;60;Dona
13690;40;Dona
13691;38;Dona
13692;85;Dona
13693;53;Dona
13694;49;Dona
13695;83;Home
13696;53;Home
13697;46;Home
13698;71;Home
13699;82;Home
13700;75;Dona
13701;52;Home
13702;49;Dona
13703;77;Dona
13704;51;Dona
13705;43;Home
13706;61;Home
13707;57;Dona
13708;59;Home
13709;58;Dona
13710;40;Dona
13711;90;Home
13712;82;Dona
13713;56;Dona
13714;49;Dona
13715;79;Home
13716;76;Dona
13717;50;Home
13718;61;Dona
13719;36;Dona
13720;77;Dona
13721;42;Dona
13722;67;Dona
13723;42;Home
13724;60;Dona
13725;62;Dona
13726;36;Home
13727;85;Dona
13728;54;Home
13729;59;Dona
13730;37;Home
13731;35;Dona
13732;57;Dona
13733;56;Home
13734;53;Dona
13735;76;Home
13736;80;Dona
13737;50;Dona
13738;49;Home
13739;47;Home
13740;82;Dona
13741;52;Home
13742;49;Dona
13743;74;Dona
13744;51;Home
13745;49;Home
13746;47;Dona
13747;46;Dona
13748;43;Home
13749;40;Home
13750;62;Home
13751;63;Dona
13752;35;Dona
13753;93;Dona
13754;66;Home
13755;60;Dona
13756;38;Dona
13757;63;Home
13758;59;Dona
13759;81;Dona
13760;53;Dona
13761;88;Home
13762;49;Home
13763;57;Home
13764;54;Dona
13765;70;Home
13766;69;Dona
13767;45;Home
13768;57;Home
13769;57;Dona
13770;75;Dona
13771;54;Dona
13772;34;Dona
13773;81;Dona
13774;81;Dona
13775;81;Dona
13776;60;Dona
13777;83;Home
13778;86;Home
13779;48;Home
13780;90;Dona
13781;59;Home
13782;57;Dona
13783;53;Home
13784;88;Dona
13785;53;Dona
13786;46;Home
13787;77;Dona
13788;44;Home
13789;87;Dona
13790;78;Home
13791;51;Dona
13792;82;Home
13793;74;Dona
13794;47;Home
13795;44;Dona
13796;70;Home
13797;68;Dona
13798;60;Dona
13799;97;Dona
13800;80;Home
13801;78;Dona
13802;52;Home
13803;93;Dona
13804;55;Dona
13805;48;Dona
13806;79;Dona
13807;70;Home
13808;73;Dona
13809;40;Home
13810;64;Home
13811;63;Dona
13812;38;Home
13813;88;Dona
13814;81;Dona
13815;46;Home
13816;52;Home
13817;70;Dona
13818;37;Dona
13819;95;Dona
13820;62;Home
13821;64;Dona
13822;34;Dona
13823;67;Home
13824;62;Dona
13825;39;Home
13826;34;Dona
13827;89;Dona
13828;55;Home
13829;83;Dona
13830;87;Dona
13831;57;Dona
13832;55;Dona
13833;81;Home
13834;82;Dona
13835;54;Home
13836;88;Home
13837;85;Dona
13838;58;Home
13839;70;Home
13840;66;Home
13841;76;Home
13842;74;Dona
13843;47;Dona
13844;46;Home
13845;67;Dona
13846;45;Home
13847;42;Home
13848;37;Dona
13849;68;Home
13850;37;Dona
13851;87;Home
13852;77;Home
13853;76;Dona
13854;48;Dona
13855;46;Dona
13856;81;Home
13857;74;Dona
13858;52;Dona
13859;60;Dona
13860;77;Dona
13861;46;Dona
13862;44;Home
13863;78;Dona
13864;86;Home
13865;61;Home
13866;59;Dona
13867;34;Dona
13868;84;Home
13869;78;Dona
13870;53;Dona
13871;68;Home
13872;70;Dona
13873;43;Dona
13874;69;Home
13875;66;Dona
13876;42;Dona
13877;40;Home
13878;84;Home
13879;81;Dona
13880;63;Dona
13881;40;Dona
13882;67;Dona
13883;35;Dona
13884;72;Dona
13885;51;Home
13886;50;Dona
13887;47;Home
13888;70;Home
13889;69;Dona
13890;67;Home
13891;67;Dona
13892;42;Dona
13893;70;Dona
13894;84;Home
13895;72;Dona
13896;48;Home
13897;38;Home
13898;80;Home
13899;80;Dona
13900;52;Dona
13901;47;Home
13902;65;Dona
13903;62;Home
13904;50;Home
13905;67;Home
13906;64;Dona
13907;41;Home
13908;40;Dona
13909;78;Dona
13910;55;Home
13911;56;Home
13912;69;Dona
13913;46;Home
13914;74;Home
13915;73;Dona
13916;49;Home
13917;46;Dona
13918;40;Home
13919;56;Home
13920;63;Home
13921;62;Dona
13922;33;Dona
13923;90;Dona
13924;57;Home
13925;80;Home
13926;75;Dona
13927;59;Dona
13928;39;Home
13929;36;Dona
13930;35;Home
13931;72;Dona
13932;38;Home
13933;52;Home
13934;47;Home
13935;85;Dona
13936;72;Home
13937;68;Dona
13938;41;Dona
13939;34;Dona
13940;65;Home
13941;65;Dona
13942;38;Home
